2015-01-01,12800
2015-01-02,14700
2015-01-03,13800
2015-01-04,12900
2015-01-05,14800
2015-01-06,14800
2015-01-07,14800
2015-01-08,14700
2015-01-09,14800
2015-01-10,14000
