Time,TemperatureC,DewpointC,PressurePa,WindDirection,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
12/10/2016 1:32,1,0.555555556,100803.45,NNW,337,0,0,97,0,,,0,Rainwise IP-100,12/10/2016 6:32
12/10/2016 1:33,0,0,100600.83,ENE,67,2.253076,0,94,0,,,0,Rainwise IP-100,12/10/2016 6:33
12/10/2016 1:38,-3,-5,100634.6,NNW,337,6.759228,426.4751,78,0,,,0,Rainwise IP-100,12/10/2016 6:38
12/10/2016 1:43,-5,-10,100634.6,NNE,22,4.184284,9.65604,66,0,,,0,Rainwise IP-100,12/10/2016 6:43
12/10/2016 1:45,-3,-6.555555556,100600.83,NNE,14,4.988954,426.636034,77,-2539.746,,,0,Rainwise +Telemet,12/10/2016 6:45
12/10/2016 1:48,-5,-10,100634.6,NNW,337,0,6.43736,67,0,,,0,Rainwise IP-100,12/10/2016 6:48
12/10/2016 1:53,-5,-10,100634.6,North,360,4.82802,6.43736,67,0,,,0,Rainwise IP-100,12/10/2016 6:53
12/10/2016 2:00,-6,-10.83333333,100600.83,North,4,3.057746,7.885766,66,-2539.746,,,0,Rainwise +Telemet,12/10/2016 7:00
12/10/2016 2:03,-6,-10,100634.6,North,360,0,6.43736,66,0,,,0,Rainwise IP-100,12/10/2016 7:03
12/10/2016 2:08,-6,-10,100634.6,NNE,22,2.253076,4.82802,67,0,,,0,Rainwise IP-100,12/10/2016 7:08
12/10/2016 2:13,-6,-10,100634.6,North,360,4.506152,4.506152,67,0,,,0,Rainwise IP-100,12/10/2016 7:13
12/10/2016 2:15,-6,-11.05555556,100634.6,North,4,2.41401,5.63269,66,-2539.746,,,0,Rainwise +Telemet,12/10/2016 7:15
12/10/2016 2:18,-6,-11.66666667,100634.6,North,360,0,4.82802,67,0,,,0,Rainwise IP-100,12/10/2016 7:18
12/10/2016 2:23,-6,-11.66666667,100634.6,WNW,292,0,1.60934,67,0,,,0,Rainwise IP-100,12/10/2016 7:23
12/10/2016 2:28,-6,-10,100668.37,WNW,292,0,1.60934,69,0,,,0,Rainwise IP-100,12/10/2016 7:28
12/10/2016 2:30,-6,-11.05555556,100634.6,NW,318,0,1.770274,67,-2539.746,,,0,Rainwise +Telemet,12/10/2016 7:30
12/10/2016 2:33,-6,-10,100668.37,WNW,292,0,0,70,0,,,0,Rainwise IP-100,12/10/2016 7:33
12/10/2016 2:38,-6,-10,100634.6,WNW,292,0,0,70,0,,,0,Rainwise IP-100,12/10/2016 7:38
12/10/2016 2:43,-6,-10,100634.6,WNW,292,0,0,70,0,,,0,Rainwise IP-100,12/10/2016 7:43
12/10/2016 2:45,-6,-10.77777778,100634.6,WNW,292,0,0,69,-2539.746,,,0,Rainwise +Telemet,12/10/2016 7:45
12/10/2016 2:48,-6,-10,100634.6,WNW,292,0,1.60934,70,0,,,0,Rainwise IP-100,12/10/2016 7:48
12/10/2016 2:53,-6,-10,100634.6,West,270,1.931208,3.21868,70,0,,,0,Rainwise IP-100,12/10/2016 7:53
12/10/2016 2:58,-6,-10,100668.37,West,270,1.931208,4.82802,70,0,,,0,Rainwise IP-100,12/10/2016 7:58
12/10/2016 3:00,-6,-10.66666667,100634.6,West,277,0.965604,5.954558,70,-2539.746,,,0,Rainwise +Telemet,12/10/2016 8:00
12/10/2016 3:03,-6,-10,100668.37,West,270,3.379614,4.82802,69,0,,,0,Rainwise IP-100,12/10/2016 8:03
12/10/2016 3:08,-6,-10,100668.37,West,270,2.253076,4.82802,69,0,,,0,Rainwise IP-100,12/10/2016 8:08
12/10/2016 4:44,-6,-10,100668.37,WSW,247,3.701482,0,69,0,,,0,Rainwise IP-100,12/10/2016 9:44
12/10/2016 4:45,-6,-10.83333333,100634.6,WSW,247,1.126538,4.82802,69,-2539.746,,,0,Rainwise +Telemet,12/10/2016 9:45
12/10/2016 4:49,-6,-10,100668.37,WSW,247,0,4.82802,69,0,,,0,Rainwise IP-100,12/10/2016 9:49
12/10/2016 4:54,-6,-11.66666667,100668.37,WSW,247,0,1.60934,68,0,,,0,Rainwise IP-100,12/10/2016 9:54
12/10/2016 4:59,-6,-11.66666667,100668.37,WSW,247,0,0,68,0,,,0,Rainwise IP-100,12/10/2016 9:59
12/10/2016 5:00,-6,-11,100668.37,WSW,247,0,2.092142,68,-2539.746,,,0,Rainwise +Telemet,12/10/2016 10:00
12/10/2016 5:04,-6,-11.66666667,100668.37,WSW,247,0,0,66,0,,,0,Rainwise IP-100,12/10/2016 10:04
12/10/2016 5:09,-6,-11.66666667,100668.37,WSW,247,0,1.60934,67,0,,,0,Rainwise IP-100,12/10/2016 10:09
12/10/2016 5:14,-6,-11.66666667,100668.37,WSW,247,0,0,67,0,,,0,Rainwise IP-100,12/10/2016 10:14
12/10/2016 5:15,-6,-11.33333333,100668.37,WSW,247,0,1.770274,66,-2539.746,,,0,Rainwise +Telemet,12/10/2016 10:15
12/10/2016 5:20,-6,-11.33333333,100668.37,WSW,247,0,1.770274,66,-2539.746,,,0,Rainwise +Telemet,12/10/2016 10:20
12/10/2016 15:47,-6,-11.66666667,100668.37,East,90,475.55997,0,67,0,,,0,Rainwise IP-100,12/10/2016 20:47
12/10/2016 15:52,-6,-11.66666667,100972.3,NNE,22,0,474.7553,61,0,,,0,Rainwise IP-100,12/10/2016 20:52
12/10/2016 15:57,-5,-11.66666667,100972.3,NNE,22,0,11.26538,55,0,,,0,Rainwise IP-100,12/10/2016 20:57
12/10/2016 16:00,-6,-12.22222222,100938.53,North,2,3.379614,475.55997,59,-2539.746,,,0,Rainwise +Telemet,12/10/2016 21:00
12/10/2016 16:02,-5,-11.66666667,100972.3,West,270,1.931208,4.82802,56,0,,,0,Rainwise IP-100,12/10/2016 21:02
12/10/2016 16:07,-5,-11.66666667,100972.3,NNW,337,0,3.21868,56,0,,,0,Rainwise IP-100,12/10/2016 21:07
12/10/2016 16:12,-5,-11.66666667,100972.3,NNW,337,0,1.60934,57,0,,,0,Rainwise IP-100,12/10/2016 21:12
12/10/2016 16:17,-6,-11.66666667,100972.3,West,270,3.379614,3.379614,57,0,,,0,Rainwise IP-100,12/10/2016 21:17
12/10/2016 16:22,-6,-11.66666667,100972.3,West,270,2.574944,3.21868,58,0,,,0,Rainwise IP-100,12/10/2016 21:22
12/10/2016 16:27,-6,-11.66666667,100972.3,West,270,1.931208,3.21868,58,0,,,0,Rainwise IP-100,12/10/2016 21:27
12/10/2016 16:30,-6,-12.88888889,100972.3,West,272,2.41401,4.345218,57,-2539.746,,,0,Rainwise +Telemet,12/10/2016 21:30
12/10/2016 16:32,-6,-13.33333333,100972.3,West,270,0,3.21868,59,0,,,0,Rainwise IP-100,12/10/2016 21:32
12/10/2016 16:37,-6,-11.66666667,101006.07,West,270,3.379614,3.379614,60,0,,,0,Rainwise IP-100,12/10/2016 21:37
12/10/2016 16:42,-6,-11.66666667,101006.07,West,270,2.253076,3.21868,60,0,,,0,Rainwise IP-100,12/10/2016 21:42
12/10/2016 16:45,-6,-12.77777778,100972.3,West,270,2.092142,4.184284,59,-2539.746,,,0,Rainwise +Telemet,12/10/2016 21:45
12/10/2016 16:47,-6,-11.66666667,101006.07,West,270,0,3.21868,61,0,,,0,Rainwise IP-100,12/10/2016 21:47
12/10/2016 16:52,-7,-11.66666667,101039.84,West,270,0,1.60934,63,0,,,0,Rainwise IP-100,12/10/2016 21:52
12/10/2016 16:57,-7,-11.66666667,101039.84,West,270,0,0,64,0,,,0,Rainwise IP-100,12/10/2016 21:57
12/10/2016 17:00,-7,-12.61111111,101006.07,West,270,0,1.770274,62,-2539.746,,,0,Rainwise +Telemet,12/10/2016 22:00
12/10/2016 17:02,-7,-11.66666667,101039.84,West,270,0,1.60934,65,0,,,0,Rainwise IP-100,12/10/2016 22:02
12/10/2016 17:07,-7,-11.66666667,101039.84,West,270,0,0,67,0,,,0,Rainwise IP-100,12/10/2016 22:07
12/10/2016 17:12,-8,-11.66666667,101039.84,West,270,0,0,68,0,,,0,Rainwise IP-100,12/10/2016 22:12
12/10/2016 17:17,-8,-11.66666667,101039.84,West,270,0,0,69,0,,,0,Rainwise IP-100,12/10/2016 22:17
12/10/2016 17:22,-8,-11.66666667,101039.84,West,270,0,0,70,0,,,0,Rainwise IP-100,12/10/2016 22:22
12/10/2016 17:27,-8,-11.66666667,101039.84,West,270,0,0,70,0,,,0,Rainwise IP-100,12/10/2016 22:27
12/10/2016 17:30,-8,-12.61111111,101006.07,West,270,0,0,69,-2539.746,,,0,Rainwise +Telemet,12/10/2016 22:30
12/10/2016 17:32,-8,-11.66666667,101039.84,West,270,0,0,70,0,,,0,Rainwise IP-100,12/10/2016 22:32
12/10/2016 17:37,-8,-11.66666667,101073.61,NNW,337,0,6.43736,71,0,,,0,Rainwise IP-100,12/10/2016 22:37
12/10/2016 17:42,-9,-11.66666667,101039.84,West,270,0,4.82802,71,0,,,0,Rainwise IP-100,12/10/2016 22:42
12/10/2016 17:45,-8,-12.94444444,101039.84,NW,313,1.126538,7.081096,70,-2539.746,,,0,Rainwise +Telemet,12/10/2016 22:45
12/10/2016 17:47,-9,-11.66666667,101073.61,NW,315,5.63269,6.43736,71,0,,,0,Rainwise IP-100,12/10/2016 22:47
12/10/2016 17:52,-9,-11.66666667,101073.61,WNW,292,4.184284,6.43736,71,0,,,0,Rainwise IP-100,12/10/2016 22:52
12/10/2016 17:57,-9,-13.33333333,101073.61,West,270,0,4.82802,72,0,,,0,Rainwise IP-100,12/10/2016 22:57
12/10/2016 18:00,-9,-12.94444444,101039.84,NW,318,0.80467,6.43736,71,-2539.746,,,0,Rainwise +Telemet,12/10/2016 23:00
12/10/2016 18:02,-9,-13.33333333,101073.61,NNW,337,0,4.82802,72,0,,,0,Rainwise IP-100,12/10/2016 23:02
12/10/2016 18:07,-9,-13.33333333,101073.61,WNW,292,1.931208,1.931208,72,0,,,0,Rainwise IP-100,12/10/2016 23:07
12/10/2016 18:12,-9,-13.33333333,101073.61,WNW,292,0,3.21868,72,0,,,0,Rainwise IP-100,12/10/2016 23:12
12/10/2016 18:15,-9,-13.05555556,101073.61,WNW,303,0.160934,4.82802,72,-2539.746,,,0,Rainwise +Telemet,12/10/2016 23:15
12/10/2016 18:17,-9,-13.33333333,101073.61,NE,45,0,4.82802,72,0,,,0,Rainwise IP-100,12/10/2016 23:17
12/10/2016 18:22,-9,-11.66666667,101073.61,NE,45,0,4.82802,73,0,,,0,Rainwise IP-100,12/10/2016 23:22
12/10/2016 18:27,-10,-11.66666667,101107.38,NNE,22,0,4.82802,73,0,,,0,Rainwise IP-100,12/10/2016 23:27
12/10/2016 18:30,-9,-13.55555556,101073.61,NNE,31,1.126538,5.954558,72,-2539.746,,,0,Rainwise +Telemet,12/10/2016 23:30
12/10/2016 18:32,-10,-13.33333333,101107.38,NNE,22,2.574944,3.21868,73,0,,,0,Rainwise IP-100,12/10/2016 23:32
12/10/2016 18:37,-10,-13.33333333,101107.38,NNE,22,0,1.60934,74,0,,,0,Rainwise IP-100,12/10/2016 23:37
12/10/2016 18:42,-10,-13.33333333,101107.38,NNE,22,3.379614,3.379614,75,0,,,0,Rainwise IP-100,12/10/2016 23:42
12/10/2016 18:45,-10,-13.88888889,101073.61,NNE,19,1.126538,4.345218,73,-2539.746,,,0,Rainwise +Telemet,12/10/2016 23:45
12/10/2016 18:47,-10,-13.33333333,101107.38,NNE,22,2.574944,3.21868,75,0,,,0,Rainwise IP-100,12/10/2016 23:47
12/10/2016 18:52,-10,-13.33333333,101107.38,NNW,337,3.057746,4.82802,76,0,,,0,Rainwise IP-100,12/10/2016 23:52
12/10/2016 18:57,-10,-13.33333333,101107.38,NNW,337,3.379614,4.82802,76,0,,,0,Rainwise IP-100,12/10/2016 23:57
12/10/2016 19:00,-10,-13.88888889,101107.38,North,351,2.896812,5.63269,75,-2539.746,,,0,Rainwise +Telemet,12/11/2016 0:00
12/10/2016 19:02,-11,-13.33333333,101141.15,NNE,22,4.184284,6.43736,76,0,,,0,Rainwise IP-100,12/11/2016 0:02
12/10/2016 19:07,-11,-13.33333333,101141.15,North,360,4.82802,4.82802,77,0,,,0,Rainwise IP-100,12/11/2016 0:07
12/10/2016 19:12,-11,-13.33333333,101141.15,NNW,337,10.46071,11.26538,77,0,,,0,Rainwise IP-100,12/11/2016 0:12
12/10/2016 19:15,-11,-14,101107.38,North,356,5.471756,11.587248,76,-2539.746,,,0,Rainwise +Telemet,12/11/2016 0:15
12/10/2016 19:17,-11,-13.33333333,101141.15,NNW,337,10.46071,11.26538,77,0,,,0,Rainwise IP-100,12/11/2016 0:17
12/10/2016 19:22,-11,-13.33333333,101107.38,NNW,337,5.310822,12.87472,76,0,,,0,Rainwise IP-100,12/11/2016 0:22
12/10/2016 19:27,-11,-13.33333333,101141.15,North,360,0,8.0467,76,0,,,0,Rainwise IP-100,12/11/2016 0:27
12/10/2016 19:30,-11,-13.94444444,101107.38,NNW,327,4.82802,13.035654,76,-2539.746,,,0,Rainwise +Telemet,12/11/2016 0:30
12/10/2016 19:32,-11,-13.33333333,101141.15,North,360,2.253076,6.43736,76,0,,,0,Rainwise IP-100,12/11/2016 0:32
12/10/2016 19:37,-11,-13.33333333,101141.15,NNE,22,0,4.82802,77,0,,,0,Rainwise IP-100,12/11/2016 0:37
12/10/2016 19:42,-11,-13.33333333,101141.15,NW,315,4.184284,4.82802,77,0,,,0,Rainwise IP-100,12/11/2016 0:42
12/10/2016 19:45,-11,-14.05555556,101141.15,NNW,345,1.60934,5.954558,76,-2539.746,,,0,Rainwise +Telemet,12/11/2016 0:45
12/10/2016 19:47,-11,-13.33333333,101174.92,NNW,337,0,4.82802,77,0,,,0,Rainwise IP-100,12/11/2016 0:47
12/10/2016 19:52,-11,-13.33333333,101174.92,WNW,292,0,1.60934,78,0,,,0,Rainwise IP-100,12/11/2016 0:52
12/10/2016 19:57,-11,-13.33333333,101174.92,WNW,292,0,1.60934,78,0,,,0,Rainwise IP-100,12/11/2016 0:57
12/10/2016 20:00,-11,-14.22222222,101174.92,NW,307,0,2.896812,77,-2539.746,,,0,Rainwise +Telemet,12/11/2016 1:00
12/10/2016 20:02,-11,-13.33333333,101174.92,North,360,0,1.60934,78,0,,,0,Rainwise IP-100,12/11/2016 1:02
12/10/2016 20:07,-11,-13.33333333,101174.92,North,360,0,1.60934,78,0,,,0,Rainwise IP-100,12/11/2016 1:07
12/10/2016 20:12,-11,-13.33333333,101174.92,North,360,0,0,79,0,,,0,Rainwise IP-100,12/11/2016 1:12
12/10/2016 20:15,-11,-14.27777778,101174.92,North,357,0,2.896812,78,-2539.746,,,0,Rainwise +Telemet,12/11/2016 1:15
12/10/2016 20:17,-11,-13.33333333,101174.92,North,360,0,1.60934,79,0,,,0,Rainwise IP-100,12/11/2016 1:17
12/10/2016 20:22,-12,-13.33333333,101174.92,NW,315,0,3.21868,80,0,,,0,Rainwise IP-100,12/11/2016 1:22
12/10/2016 20:27,-12,-13.33333333,101174.92,NNW,337,0,4.82802,80,0,,,0,Rainwise IP-100,12/11/2016 1:27
12/10/2016 20:30,-12,-14.44444444,101174.92,NNW,343,0.965604,5.954558,79,-2539.746,,,0,Rainwise +Telemet,12/11/2016 1:30
12/10/2016 20:32,-12,-13.33333333,101174.92,NW,315,0,1.60934,80,0,,,0,Rainwise IP-100,12/11/2016 1:32
12/10/2016 20:37,-12,-13.33333333,101174.92,NW,315,0,0,81,0,,,0,Rainwise IP-100,12/11/2016 1:37
12/10/2016 20:42,-12,-13.33333333,101208.69,North,360,0,0,81,0,,,0,Rainwise IP-100,12/11/2016 1:42
12/10/2016 20:45,-12,-14.61111111,101174.92,NW,319,0,2.574944,80,-2539.746,,,0,Rainwise +Telemet,12/11/2016 1:45
12/10/2016 20:47,-12,-13.33333333,101174.92,North,360,0,0,81,0,,,0,Rainwise IP-100,12/11/2016 1:47
12/10/2016 20:52,-12,-13.33333333,101208.69,North,360,0,0,81,0,,,0,Rainwise IP-100,12/11/2016 1:52
12/10/2016 20:57,-12,-13.33333333,101208.69,North,360,0,0,82,0,,,0,Rainwise IP-100,12/11/2016 1:57
12/10/2016 21:00,-12,-14.72222222,101174.92,North,357,0,0,81,-2539.746,,,0,Rainwise +Telemet,12/11/2016 2:00
12/10/2016 21:02,-12,-13.33333333,101208.69,NNW,337,0,0,82,0,,,0,Rainwise IP-100,12/11/2016 2:02
12/10/2016 21:07,-12,-13.33333333,101208.69,NNW,337,0,0,82,0,,,0,Rainwise IP-100,12/11/2016 2:07
12/10/2016 21:12,-12,-13.33333333,101208.69,NNW,337,3.379614,3.379614,82,0,,,0,Rainwise IP-100,12/11/2016 2:12
12/10/2016 21:15,-12,-14.77777778,101174.92,NNW,337,1.126538,7.081096,81,-2539.746,,,0,Rainwise +Telemet,12/11/2016 2:15
12/10/2016 21:17,-13,-13.33333333,101208.69,NNW,337,6.43736,6.43736,83,0,,,0,Rainwise IP-100,12/11/2016 2:17
12/10/2016 21:22,-12,-13.33333333,101208.69,NNW,337,4.184284,6.43736,83,0,,,0,Rainwise IP-100,12/11/2016 2:22
12/10/2016 21:27,-12,-13.33333333,101208.69,NW,315,0,8.0467,83,0,,,0,Rainwise IP-100,12/11/2016 2:27
12/10/2016 21:30,-13,-14.94444444,101174.92,NNW,328,3.379614,8.690436,82,-2539.746,,,0,Rainwise +Telemet,12/11/2016 2:30
12/10/2016 21:32,-12,-13.33333333,101208.69,NNW,337,3.057746,0,83,0,,,0,Rainwise IP-100,12/11/2016 2:32
12/10/2016 21:37,-12,-13.33333333,101208.69,NNE,22,2.574944,4.82802,83,0,,,0,Rainwise IP-100,12/11/2016 2:37
12/10/2016 21:42,-12,-13.33333333,101208.69,NNW,337,4.82802,6.43736,83,0,,,0,Rainwise IP-100,12/11/2016 2:42
12/10/2016 21:45,-12,-14.72222222,101208.69,NNW,329,3.057746,7.885766,83,-2539.746,,,0,Rainwise +Telemet,12/11/2016 2:45
12/10/2016 21:47,-13,-13.33333333,101208.69,WNW,292,0,6.43736,83,0,,,0,Rainwise IP-100,12/11/2016 2:47
12/10/2016 21:52,-13,-13.33333333,101208.69,WNW,292,0,1.60934,84,0,,,0,Rainwise IP-100,12/11/2016 2:52
12/10/2016 21:57,-12,-13.33333333,101208.69,WNW,292,0,1.60934,84,0,,,0,Rainwise IP-100,12/11/2016 2:57
12/10/2016 22:00,-12,-14.72222222,101208.69,WNW,298,0.321868,5.149888,83,-2539.746,,,0,Rainwise +Telemet,12/11/2016 3:00
12/10/2016 22:02,-12,-13.33333333,101242.46,WNW,292,0,1.60934,84,0,,,0,Rainwise IP-100,12/11/2016 3:02
12/10/2016 22:07,-12,-13.33333333,101242.46,WNW,292,0,0,83,0,,,0,Rainwise IP-100,12/11/2016 3:07
12/10/2016 22:12,-13,-13.33333333,101242.46,WNW,292,0,0,83,0,,,0,Rainwise IP-100,12/11/2016 3:12
12/10/2016 22:17,-13,-13.33333333,101242.46,WNW,292,0,0,84,0,,,0,Rainwise IP-100,12/11/2016 3:17
12/10/2016 22:22,-13,-13.33333333,101242.46,WNW,292,0,0,84,0,,,0,Rainwise IP-100,12/11/2016 3:22
12/10/2016 22:27,-13,-13.33333333,101242.46,WNW,292,0,0,84,0,,,0,Rainwise IP-100,12/11/2016 3:27
12/10/2016 22:30,-13,-15.11111111,101242.46,WNW,292,0,0,83,-2539.746,,,0,Rainwise +Telemet,12/11/2016 3:30
12/10/2016 22:32,-13,-15.55555556,101242.46,WNW,292,0,0,85,0,,,0,Rainwise IP-100,12/11/2016 3:32
12/10/2016 22:37,-13,-15.55555556,101276.23,WNW,292,0,0,86,0,,,0,Rainwise IP-100,12/11/2016 3:37
12/10/2016 22:42,-13,-15.55555556,101276.23,NW,315,0,0,86,0,,,0,Rainwise IP-100,12/11/2016 3:42
12/10/2016 22:45,-13,-15.22222222,101242.46,NW,306,0.321868,7.885766,85,-2539.746,,,0,Rainwise +Telemet,12/11/2016 3:45
12/10/2016 22:47,-13,-15.55555556,101276.23,NNW,337,5.954558,8.0467,86,0,,,0,Rainwise IP-100,12/11/2016 3:47
12/10/2016 22:52,-13,-15.55555556,101242.46,NNW,337,5.954558,8.0467,86,0,,,0,Rainwise IP-100,12/11/2016 3:52
12/10/2016 22:57,-13,-15.55555556,101276.23,NNE,22,0,6.43736,86,0,,,0,Rainwise IP-100,12/11/2016 3:57
12/10/2016 23:00,-13,-15.38888889,101242.46,North,353,4.02335,8.690436,85,-2539.746,,,0,Rainwise +Telemet,12/11/2016 4:00
12/10/2016 23:02,-13,-15.55555556,101276.23,NNE,22,5.310822,5.310822,86,0,,,0,Rainwise IP-100,12/11/2016 4:02
12/10/2016 23:07,-14,-15.55555556,101276.23,NW,315,4.184284,6.43736,86,0,,,0,Rainwise IP-100,12/11/2016 4:07
12/10/2016 23:12,-14,-15.55555556,101276.23,NNW,337,2.574944,4.82802,86,0,,,0,Rainwise IP-100,12/11/2016 4:12
12/10/2016 23:15,-14,-15.5,101242.46,NNW,329,2.41401,7.563898,85,-2539.746,,,0,Rainwise +Telemet,12/11/2016 4:15
12/10/2016 23:17,-13,-15.55555556,101276.23,WNW,292,0,3.21868,86,0,,,0,Rainwise IP-100,12/11/2016 4:17
12/10/2016 23:22,-14,-15.55555556,101276.23,WNW,292,0,0,86,0,,,0,Rainwise IP-100,12/11/2016 4:22
12/10/2016 23:27,-14,-15.55555556,101276.23,WNW,292,0,0,86,0,,,0,Rainwise IP-100,12/11/2016 4:27
12/10/2016 23:30,-14,-15.5,101276.23,WNW,292,0,0,85,-2539.746,,,0,Rainwise +Telemet,12/11/2016 4:30
12/10/2016 23:32,-14,-15.55555556,101276.23,WNW,292,0,0,87,0,,,0,Rainwise IP-100,12/11/2016 4:32
12/10/2016 23:37,-14,-15.55555556,101276.23,WNW,292,0,0,86,0,,,0,Rainwise IP-100,12/11/2016 4:37
12/10/2016 23:42,-14,-15.55555556,101276.23,WNW,292,0,0,86,0,,,0,Rainwise IP-100,12/11/2016 4:42
12/10/2016 23:45,-14,-15.44444444,101276.23,WNW,292,0,0,86,-2539.746,,,0,Rainwise +Telemet,12/11/2016 4:45
12/10/2016 23:47,-14,-15.55555556,101310,WNW,292,0,0,86,0,,,0,Rainwise IP-100,12/11/2016 4:47
12/10/2016 23:52,-14,-15.55555556,101310,WNW,292,0,0,87,0,,,0,Rainwise IP-100,12/11/2016 4:52
12/10/2016 23:57,-14,-15.55555556,101276.23,WNW,292,0,0,87,0,,,0,Rainwise IP-100,12/11/2016 4:57
12/11/2016 0:00,-14,-15.66666667,101276.23,WNW,292,0,0,86,-2539.746,,,0,Rainwise +Telemet,12/11/2016 5:00
12/11/2016 0:02,-14,-15.55555556,101310,WNW,292,0,0,87,0,,,0,Rainwise IP-100,12/11/2016 5:02
12/11/2016 0:07,-14,-15.55555556,101276.23,North,360,0,0,88,0,,,0,Rainwise IP-100,12/11/2016 5:07
12/11/2016 0:12,-14,-15.55555556,101276.23,North,360,0,3.21868,88,0,,,0,Rainwise IP-100,12/11/2016 5:12
12/11/2016 0:15,-14,-15.77777778,101276.23,NNW,327,0.321868,3.379614,87,-2539.746,,,0,Rainwise +Telemet,12/11/2016 5:15
12/11/2016 0:17,-14,-15.55555556,101310,North,360,0,0,88,0,,,0,Rainwise IP-100,12/11/2016 5:17
12/11/2016 0:22,-14,-15.55555556,101310,North,360,0,0,88,0,,,0,Rainwise IP-100,12/11/2016 5:22
12/11/2016 0:27,-14,-15.55555556,101310,WNW,292,0,1.60934,88,0,,,0,Rainwise IP-100,12/11/2016 5:27
12/11/2016 0:30,-14,-15.83333333,101276.23,NNW,328,0,1.770274,87,-2539.746,,,0,Rainwise +Telemet,12/11/2016 5:30
12/11/2016 0:32,-14,-15.55555556,101310,WNW,292,0,0,88,0,,,0,Rainwise IP-100,12/11/2016 5:32
12/11/2016 0:37,-14,-15.55555556,101310,WNW,292,0,0,88,0,,,0,Rainwise IP-100,12/11/2016 5:37
12/11/2016 0:42,-14,-15.55555556,101276.23,WNW,292,0,0,88,0,,,0,Rainwise IP-100,12/11/2016 5:42
12/11/2016 0:45,-14,-15.83333333,101276.23,WNW,292,0,0,88,-2539.746,,,0,Rainwise +Telemet,12/11/2016 5:45
12/11/2016 0:47,-14,-15.55555556,101310,WNW,292,0,0,89,0,,,0,Rainwise IP-100,12/11/2016 5:47
12/11/2016 0:52,-14,-15.55555556,101310,WNW,292,0,1.60934,89,0,,,0,Rainwise IP-100,12/11/2016 5:52
12/11/2016 0:57,-15,-15.55555556,101310,WNW,292,0,0,88,0,,,0,Rainwise IP-100,12/11/2016 5:57
12/11/2016 1:00,-14,-16,101276.23,WNW,292,0,1.770274,88,-2539.746,,,0,Rainwise +Telemet,12/11/2016 6:00
12/11/2016 1:02,-15,-15.55555556,101310,WNW,292,0,0,88,0,,,0,Rainwise IP-100,12/11/2016 6:02
12/11/2016 1:07,-15,-15.55555556,101310,NNW,337,0,3.21868,88,0,,,0,Rainwise IP-100,12/11/2016 6:07
12/11/2016 1:12,-15,-15.55555556,101310,NNW,337,0,1.60934,88,0,,,0,Rainwise IP-100,12/11/2016 6:12
12/11/2016 1:15,-15,-16.44444444,101276.23,NNW,330,0.80467,4.345218,87,-2539.746,,,0,Rainwise +Telemet,12/11/2016 6:15
12/11/2016 1:17,-15,-15.55555556,101310,North,360,2.253076,3.21868,88,0,,,0,Rainwise IP-100,12/11/2016 6:17
12/11/2016 1:22,-15,-15.55555556,101310,North,360,3.701482,3.701482,88,0,,,0,Rainwise IP-100,12/11/2016 6:22
12/11/2016 1:27,-15,-15.55555556,101310,WNW,292,0,3.21868,89,0,,,0,Rainwise IP-100,12/11/2016 6:27
12/11/2016 1:30,-15,-16.66666667,101310,NNW,346,1.770274,4.345218,88,-2539.746,,,0,Rainwise +Telemet,12/11/2016 6:30
12/11/2016 1:32,-15,-15.55555556,101343.77,North,360,1.931208,3.21868,89,0,,,0,Rainwise IP-100,12/11/2016 6:32
12/11/2016 1:37,-15,-15.55555556,101343.77,NNE,22,3.057746,3.21868,88,0,,,0,Rainwise IP-100,12/11/2016 6:37
12/11/2016 1:42,-15,-15.55555556,101343.77,NNE,22,1.931208,3.21868,88,0,,,0,Rainwise IP-100,12/11/2016 6:42
12/11/2016 1:45,-15,-16.61111111,101310,NNE,18,1.770274,4.184284,88,-2539.746,,,0,Rainwise +Telemet,12/11/2016 6:45
12/11/2016 1:47,-15,-15.55555556,101343.77,NNE,22,0,3.21868,88,0,,,0,Rainwise IP-100,12/11/2016 6:47
12/11/2016 1:52,-15,-15.55555556,101377.54,NNE,22,0,1.60934,89,0,,,0,Rainwise IP-100,12/11/2016 6:52
12/11/2016 1:57,-15,-15.55555556,101377.54,NNW,337,0,3.21868,89,0,,,0,Rainwise IP-100,12/11/2016 6:57
12/11/2016 2:00,-15,-16.83333333,101343.77,North,6,0.321868,4.184284,88,-2539.746,,,0,Rainwise +Telemet,12/11/2016 7:00
12/11/2016 2:02,-15,-15.55555556,101377.54,NNW,337,1.931208,0,89,0,,,0,Rainwise IP-100,12/11/2016 7:02
12/11/2016 2:07,-15,-15.55555556,101377.54,NNW,337,4.82802,6.43736,89,0,,,0,Rainwise IP-100,12/11/2016 7:07
12/11/2016 2:12,-15,-15.55555556,101377.54,NW,315,0,4.82802,88,0,,,0,Rainwise IP-100,12/11/2016 7:12
12/11/2016 2:15,-15,-16.66666667,101343.77,NW,326,1.448406,7.081096,88,-2539.746,,,0,Rainwise +Telemet,12/11/2016 7:15
12/11/2016 2:17,-15,-15.55555556,101377.54,NW,315,0,1.60934,88,0,,,0,Rainwise IP-100,12/11/2016 7:17
